name,delta,delta_,mnnd,pd,spd,psv,psr,mpd
IMD388_lesion,33.042543670962154,0.0015522680817252944,49982406356568.0,31.698962747428702,89146880.47555381,-0.7934881213896803,-191.23063725491295,2731.215700844173
IMD196_lesion,33.496255086618746,9.868802072120867e-05,50072539671027.0,31.69919924836105,89143549.2067006,-0.08396204876933061,-19.479195314484702,2731.11363991117
IMD042_lesion,25.992370838062055,0.000449207212389369,50268230096229.0,31.69939310678952,89131488.1726655,-0.520633927330104,-98.39981226538967,2730.744122937056
IMD040_lesion,28.8842336121161,5.246222144289563e-05,50337790484295.0,31.699643720889686,89130724.3214317,-0.3579910496154721,-49.76075589655063,2730.7207206320986
IMD199_lesion,23.604066562877417,0.00017436835087387964,50486895887931.0,31.699829674556057,89100488.89958355,-0.5784767712174547,-104.12581881914184,2729.7943903058685
IMD383_lesion,26.04175714513556,7.316244822094444e-05,50576406903418.0,31.700051404476895,89089082.14267841,-0.899307984756794,-119.6079619726536,2729.444918586961
IMD433_lesion,42.264083705627534,0.0001640349919223291,50677822770422.0,31.700264344111204,89095650.37307496,-0.48086311375306434,-88.95967604431691,2729.6461511358752
IMD207_lesion,30.290541517356978,0.0003437283701811652,50860105740879.0,31.700420429880158,89071743.6148101,-0.5300468456100833,-115.55021234299817,2728.913713689035
IMD173_lesion,34.27766146792698,0.0006651791912084134,51095660530527.0,31.700553817148204,89081691.1857533,-0.7711744184854502,-151.15018602314825,2729.218479955677
IMD305_lesion,31.78823634279441,0.00032346364519539057,51270031211731.0,31.700716070189568,89076672.02146985,-0.4087966150928223,-80.53293317328598,2729.06470654013
IMD164_lesion,23.812711674238457,0.00032371069632893305,51473338685070.0,31.70086562419903,89036238.31020448,-0.9466152270782482,-162.81781905745868,2727.8259286214607
IMD197_lesion,43.29954102381766,0.0007823912872531941,51697383862098.0,31.70099766951385,89088845.21385588,-0.16935771029724503,-41.49263902282503,2729.4376597382316
IMD389_lesion,35.9633387922248,0.0027513331475711262,52176425882379.0,31.700978849513728,89139904.89267632,-1.6327355943425308,-357.5690951610142,2731.0019881334656
IMD210_lesion,49.67217373447914,0.0017251349362746426,52475702035817.0,31.70108088812276,89397778.54719375,-0.9924506847966792,-198.49013695933584,2738.9025290194163
IMD153_lesion,26.262703153075496,0.0012915431091739015,52874423182080.0,31.701112552111386,89288610.59725362,-0.9771939371267166,-237.45812672179215,2735.557922709976
IMD050_lesion,19.84403693985605,0.0001875374824519481,53052298546114.0,31.70127155516178,89243850.14173514,-1.4981636354701262,-199.2557635175268,2734.1865852247283
IMD030_lesion,29.852927831133492,0.0019017797260192709,53509801954374.0,31.701266119777383,89137209.755973,-2.8103149261082856,-480.56385236451683,2730.9194165432905
IMD120_lesion,33.662171009532535,0.0010314832300062852,53825535442002.0,31.7013416406084,89124987.34388413,-1.1276149749504194,-232.28868483978638,2730.544955388607
IMD427_lesion,33.06383992218295,0.0008713866992907457,54116148764556.0,31.701440901105876,89138182.53455436,-1.9678034887247062,-297.13832679743064,2730.949219808651
IMD015_lesion,15.435424935014188,0.00019272577423436267,54315243762083.0,31.701597343945636,89066538.25029367,-1.4510589944042125,-197.3440232389729,2728.7542356094873
IMD157_lesion,27.992725872782096,0.00044762371498592015,54544127538673.0,31.701729773817423,89048609.43008378,-0.8680620110739765,-167.53596813727748,2728.2049457746257
IMD140_lesion,41.88165873737787,0.0001295828687419668,54634436901611.0,31.701936748759106,89066653.90544838,-0.26627725391745133,-51.65778725998556,2728.757778965943
